name_S24,islandmark_C,lat_R,lon_R,projectionlat_R,projectionlon_R,xang_R,yang_R,evalwidth_U,evalheight_U,useforbbr_C,useforffr_C,useforssr_C,useforglm_C,useforlr14_C,useforlr28_C,useforlr56_C,useforfd_C,useforconus_C,useformeso_C
P52R23-1726_ABI_BBR,1,52.74915,-128.44606,0,-89.5,-0.061525395,0.128365186,256,256, , , , , , , , , , 
P53R24-1727_ABI_BBR,1,52.209443,-131.36517,0,-75,-0.080723518,0.124793701,256,256, , , , , , , , , , 
P53R24-1727_ABI_BBR,1,52.209443,-131.36517,0,-137,0.009964006,0.130367639,256,256,1, ,1, ,1,1,1,1,1,1
P53R24-1727_ABI_BBR,1,52.209443,-131.36517,0,-89.5,-0.065966276,0.127144782,256,256, , , , , , , , , , 
P53R70-1728_ABI_BBR,1,-14.877925,-148.5186,0,-75,-0.145144576,-0.040236897,256,256, , , , , , , , , , 
P53R70-1728_ABI_BBR,1,-14.877925,-148.5186,0,-137,-0.034036163,-0.045011927,256,256,1, ,1,1,1,1,1,1,1,1
P53R70-1728_ABI_BBR,1,-14.877925,-148.5186,0,-89.5,-0.134635898,-0.041705384,256,256,1, ,1, ,1,1,1,1,1,1
P53R70-1728_ABI_BBR,1,-14.877925,-148.5186,0,140.7,0.143941852,-0.040517654,256,256, , , , , , , , , , 
P53R71-1729_ABI_BBR,1,-15.855174,-148.25846,0,-75,-0.144337455,-0.042832304,256,256, , , , , , , , , , 
P53R71-1729_ABI_BBR,1,-15.855174,-148.25846,0,-137,-0.033098689,-0.047862654,256,256,1, ,1,1,1,1,1,1,1,1
P53R71-1729_ABI_BBR,1,-15.855174,-148.25846,0,-89.5,-0.133671729,-0.044385264,256,256,1, ,1, ,1,1,1,1,1,1
P53R71-1729_ABI_BBR,1,-15.855174,-148.25846,0,140.7,0.143363988,-0.043072997,256,256, , , , , , , , , , 
P53R72-1730_ABI_BBR,1,-17.722142,-149.16855,0,-75,-0.143193637,-0.047589216,256,256, , , , , , , , , , 
P53R72-1730_ABI_BBR,1,-17.722142,-149.16855,0,-137,-0.03530011,-0.053205845,256,256,1, ,1,1,1,1,1,1,1,1
P53R72-1730_ABI_BBR,1,-17.722142,-149.16855,0,-89.5,-0.133215361,-0.04930419,256,256, , , , , , , , , , 
P53R72-1730_ABI_BBR,1,-17.722142,-149.16855,0,140.7,0.141422971,-0.048072115,256,256, , , , , , , , , , 
P54R22-1731_ABI_BBR,1,54.727847,-130.3713,0,-75,-0.075044258,0.12867209,256,256, , , , , , , , , , 
P54R22-1731_ABI_BBR,1,54.727847,-130.3713,0,-137,0.010969426,0.133855331,256,256,1, ,1, ,1,1,1,1,1,1
P54R22-1731_ABI_BBR,1,54.727847,-130.3713,0,-89.5,-0.060751056,0.130913604,256,256, , , , , , , , , , 
P54R22-1732_ABI_BBR,1,55.021495,-131.49079,0,-75,-0.075346818,0.128894273,256,256, , , , , , , , , , 
P54R22-1732_ABI_BBR,1,55.021495,-131.49079,0,-137,0.009052032,0.134267074,256,256,1, ,1, ,1,1,1,1,1,1
P54R22-1732_ABI_BBR,1,55.021495,-131.49079,0,-89.5,-0.061550332,0.131157991,256,256, , , , , , , , , , 
P54R23-1733_ABI_BBR,1,53.262869,-132.67332,0,-75,-0.079719338,0.126151942,256,256, , , , , , , , , , 
P54R23-1733_ABI_BBR,1,53.262869,-132.67332,0,-137,0.007455586,0.131901515,256,256,1, ,1, ,1,1,1,1,1,1
P54R23-1733_ABI_BBR,1,53.262869,-132.67332,0,-89.5,-0.06579281,0.128509008,256,256, , , , , , , , , , 
P54R23-1734_ABI_BBR,1,53.035968,-131.61111,0,-75,-0.079328403,0.12599803,256,256, , , , , , , , , , 
P54R23-1734_ABI_BBR,1,53.035968,-131.61111,0,-137,0.009333736,0.131559159,256,256,1, ,1, ,1,1,1,1,1,1
P54R23-1734_ABI_BBR,1,53.035968,-131.61111,0,-89.5,-0.064929058,0.128331757,256,256, , , , , , , , , , 
P54R72-1735_ABI_BBR,1,-17.498053,-149.91348,0,-75,-0.143622565,-0.046921172,256,256, , , , , , , , , , 
P54R72-1735_ABI_BBR,1,-17.498053,-149.91348,0,-137,-0.037460911,-0.052540912,256,256,1, ,1,1,1,1,1,1,1,1
P54R72-1735_ABI_BBR,1,-17.498053,-149.91348,0,-89.5,-0.134154323,-0.04862066,256,256, , , , , , , , , , 
P54R72-1735_ABI_BBR,1,-17.498053,-149.91348,0,140.7,0.141197276,-0.047574963,256,256, , , , , , , , , , 
P55R72-1736_ABI_BBR,1,-16.860051,-151.69858,0,-75,-0.14461545,-0.045063826,256,256, , , , , , , , , , 
P55R72-1736_ABI_BBR,1,-16.860051,-151.69858,0,-137,-0.042646818,-0.050649045,256,256,1, ,1,1,1,1,1,1,1,1
P55R72-1736_ABI_BBR,1,-16.860051,-151.69858,0,-89.5,-0.136369115,-0.046715395,256,256, , , , , , , , , , 
P55R72-1736_ABI_BBR,1,-16.860051,-151.69858,0,140.7,0.140617128,-0.046105095,256,256, , , , , , , , , , 
P101R71-1000_AHI_BBR,1,-15.844696,137.0748,0,140.7,-0.010755039,-0.047972619,256,256,1, ,1,1,1,1,1,1,1,1
P106R69-1001_AHI_BBR,1,-13.5,129.9,0,140.7,-0.032185587,-0.040986742,256,256,1, ,1,1,1,1,1,1,1,1
P107R33-1002_AHI_BBR,1,38.9,141.9,0,140.7,0.002782603,0.106696822,256,256,1, ,1,1,1,1,1,1,1,1
P107R34-1003_AHI_BBR,1,37.5,141,0,140.7,0.000711235,0.103719066,256,256,1, ,1,1,1,1,1,1,1,1
P107R35-1004_AHI_BBR,1,36,140.7,0,140.7,0,0.100428562,256,256,1, ,1,1,1,1,1,1,1,1
P107R36-1005_AHI_BBR,1,34.8,138.9,0,140.7,-0.004439467,0.097729586,256,256,1, ,1,1,1,1,1,1,1,1
P108R34-1006_AHI_BBR,1,37.7,138.5,0,140.7,-0.005197813,0.1041396,256,256,1, ,1,1,1,1,1,1,1,1
P108R36-1007_AHI_BBR,1,34.606747,138.16645,0,140.7,-0.006263452,0.097272169,256,256,1, ,1,1,1,1,1,1,1,1
P109R34-1008_AHI_BBR,1,37.4,137,0,140.7,-0.008777135,0.103479763,256,256,1, ,1,1,1,1,1,1,1,1
P109R36-1009_AHI_BBR,1,34.5,136.9,0,140.7,-0.009402706,0.097011178,256,256,1, ,1,1,1,1,1,1,1,1
P109R70-1010_AHI_BBR,1,-14.461252,125.85136,0,140.7,-0.043669876,-0.043695086,256,256,1, ,1,1,1,1,1,1,1,1
P110R35-1011_AHI_BBR,1,35.6,135,0,140.7,-0.013868768,0.099471802,256,256,1, ,1,1,1,1,1,1,1,1
P110R37-1012_AHI_BBR,1,33.247711,134.17539,0,140.7,-0.016386614,0.094054326,256,256,1, ,1,1,1,1,1,1,1,1
P109R66-1013_AHI_BBR,1,-8.4,127.13,0,140.7,-0.041059962,-0.025685504,256,256,1, ,1,1,1,1,1,1,1,1
P111R67-1014_AHI_BBR,1,-10.1,124.3,0,140.7,-0.04900122,-0.030736999,256,256,1, ,1,1,1,1,1,1,1,1
P111R35-1015_AHI_BBR,1,36.170622,133.33914,0,140.7,-0.017732742,0.100694537,256,256,1, ,1,1,1,1,1,1,1,1
P111R36-1016_AHI_BBR,1,34.3,133.2,0,140.7,-0.018551536,0.096465266,256,256,1, ,1,1,1,1,1,1,1,1
P111R37-1017_AHI_BBR,1,33,133,0,140.7,-0.019377516,0.093438288,256,256,1, ,1,1,1,1,1,1,1,1
P112R37-1018_AHI_BBR,1,33.4,131.6,0,140.7,-0.022739921,0.094326647,256,256,1, ,1,1,1,1,1,1,1,1
P112R38-1019_AHI_BBR,1,31.5,131.4,0,140.7,-0.023807598,0.089811559,256,256,1, ,1,1,1,1,1,1,1,1
P112R54-1020_AHI_BBR,1,8.5408229,126.35659,0,140.7,-0.043302957,0.026094445,256,256,1, ,1,1,1,1,1,1,1,1
P112R56-1021_AHI_BBR,1,5.7,125.4,0,140.7,-0.046428367,0.017457979,256,256,1, ,1,1,1,1,1,1,1,1
P112R59-1022_AHI_BBR,1,1.1946812,124.41602,0,140.7,-0.049567752,0.003664848,256,256,1, ,1,1,1,1,1,1,1,1
P112R74-1023_AHI_BBR,1,-20.033398,119.90106,0,140.7,-0.05805473,-0.059316891,256,256,1, ,1,1,1,1,1,1,1,1
P110R84-1024_AHI_BBR,1,-34.4,119.4,0,140.7,-0.051086603,-0.095881735,256,256,1, ,1,1,1,1,1,1,1,1
P112R84-1025_AHI_BBR,1,-35,116.7,0,140.7,-0.056575823,-0.097000108,256,256,1, ,1,1,1,1,1,1,1,1
P113R37-1026_AHI_BBR,1,33.04223,129.82708,0,140.7,-0.027227315,0.093418079,256,256,1, ,1,1,1,1,1,1,1,1
P113R38-1027_AHI_BBR,1,31.866871,129.91053,0,140.7,-0.027432763,0.090633705,256,256,1, ,1,1,1,1,1,1,1,1
P113R55-1028_AHI_BBR,1,7.22782,124,0,140.7,-0.050311321,0.022076005,256,256,1, ,1,1,1,1,1,1,1,1
P114R59-1029_AHI_BBR,1,1.3,121.4,0,140.7,-0.0582402,0.00397652,256,256,1, ,1,1,1,1,1,1,1,1
P113R59-1030_AHI_BBR,1,1,123.3,0,140.7,-0.052808684,0.003064672,256,256,1, ,1,1,1,1,1,1,1,1
P113R60-1031_AHI_BBR,1,0.6,123.1,0,140.7,-0.053392007,0.001838562,256,256,1, ,1,1,1,1,1,1,1,1
P113R60-1032_AHI_BBR,1,0.4,121.8,0,140.7,-0.057119064,0.001224185,256,256,1, ,1,1,1,1,1,1,1,1
P113R74-1033_AHI_BBR,1,-20.033048,117.96612,0,140.7,-0.063040112,-0.059194189,256,256,1, ,1,1,1,1,1,1,1,1
P113R81-1034_AHI_BBR,1,-30.3,115,0,140.7,-0.063930801,-0.085791615,256,256,1, ,1,1,1,1,1,1,1,1
P113R82-1035_AHI_BBR,1,-31.745317,115.5,0,140.7,-0.061725431,-0.089325688,256,256,1, ,1,1,1,1,1,1,1,1
P113R83-1036_AHI_BBR,1,-34,115,0,140.7,-0.061035032,-0.094555798,256,256,1, ,1,1,1,1,1,1,1,1
P114R54-1037_AHI_BBR,1,8.3048452,122.93988,0,140.7,-0.053186758,0.02530823,256,256,1, ,1,1,1,1,1,1,1,1
P114R55-1038_AHI_BBR,1,7.4,122,0,140.7,-0.055992015,0.022555489,256,256,1, ,1,1,1,1,1,1,1,1
P114R74-1039_AHI_BBR,1,-20.8,116.2,0,140.7,-0.067107781,-0.061190083,256,256,1, ,1,1,1,1,1,1,1,1
P114R78-1040_AHI_BBR,1,-26.336347,114.1,0,140.7,-0.068819494,-0.075766108,256,256,1, ,1,1,1,1,1,1,1,1
P114R79-1041_AHI_BBR,1,-27.70695,114.1612,0,140.7,-0.067721384,-0.07926993,256,256,1, ,1,1,1,1,1,1,1,1
P114R80-1042_AHI_BBR,1,-28.780242,114.58022,0,140.7,-0.065996511,-0.082004452,256,256,1, ,1,1,1,1,1,1,1,1
P115R51-1043_AHI_BBR,1,13.296685,122.51324,0,140.7,-0.053336731,0.040164258,256,256,1, ,1,1,1,1,1,1,1,1
P115R61-1044_AHI_BBR,1,-1.449998,119.1,0,140.7,-0.064685428,-0.004424252,256,256,1, ,1,1,1,1,1,1,1,1
P115R62-1045_AHI_BBR,1,-2.896256,118.6839,0,140.7,-0.065761095,-0.00882859,256,256,1, ,1,1,1,1,1,1,1,1
P115R75-1046_AHI_BBR,1,-21.9,113.95,0,140.7,-0.071990364,-0.06402077,256,256,1, ,1,1,1,1,1,1,1,1
P115R76-1047_AHI_BBR,1,-23.121662,113.76154,0,140.7,-0.071704575,-0.067295092,256,256,1, ,1,1,1,1,1,1,1,1
P115R77-1048_AHI_BBR,1,-24.857665,113.61894,0,140.7,-0.070929174,-0.071880372,256,256,1, ,1,1,1,1,1,1,1,1
P115R78-1049_AHI_BBR,1,-25.918311,113.51812,0,140.7,-0.0704474,-0.074634032,256,256,1, ,1,1,1,1,1,1,1,1
P116R47-1050_AHI_BBR,1,18.4,122.2,0,140.7,-0.052613917,0.054868242,256,256,1, ,1,1,1,1,1,1,1,1
P116R49-1051_AHI_BBR,1,15.9,121.4,0,140.7,-0.055640908,0.047701055,256,256,1, ,1,1,1,1,1,1,1,1
P116R50-1052_AHI_BBR,1,14.572074,120.38538,0,140.7,-0.058807263,0.043803834,256,256,1, ,1,1,1,1,1,1,1,1
P116R51-1053_AHI_BBR,1,13.227172,120.52696,0,140.7,-0.058824972,0.039882255,256,256,1, ,1,1,1,1,1,1,1,1
P116R52-1054_AHI_BBR,1,11.939562,120.19836,0,140.7,-0.060075793,0.036079267,256,256,1, ,1,1,1,1,1,1,1,1
P116R56-1055_AHI_BBR,1,5.3,119.1,0,140.7,-0.064383406,0.016138979,256,256,1, ,1,1,1,1,1,1,1,1
P117R48-1056_AHI_BBR,1,17.213447,120.40805,0,140.7,-0.057845917,0.051409296,256,256,1, ,1,1,1,1,1,1,1,1
P117R53-1057_AHI_BBR,1,9.68186,118.75642,0,140.7,-0.064557555,0.029320973,256,256,1, ,1,1,1,1,1,1,1,1
P116R53-1058_AHI_BBR,1,10.5,119.7,0,140.7,-0.061795947,0.031791217,256,256,1, ,1,1,1,1,1,1,1,1
P117R54-1059_AHI_BBR,1,9.3,118.1,0,140.7,-0.066421449,0.028159236,256,256,1, ,1,1,1,1,1,1,1,1
P117R54-1060_AHI_BBR,1,8.5,117.3,0,140.7,-0.068749064,0.025741228,256,256,1, ,1,1,1,1,1,1,1,1
P118R55-1061_AHI_BBR,1,6.9,116.7,0,140.7,-0.070664655,0.020919936,256,256,1, ,1,1,1,1,1,1,1,1
P119R57-1062_AHI_BBR,1,4.5959038,113.97415,0,140.7,-0.07819908,0.013913044,256,256,1, ,1,1,1,1,1,1,1,1
P125R63-1063_AHI_BBR,1,-4,102.3,0,140.7,-0.105899785,-0.011886795,256,256,1, ,1,1,1,1,1,1,1,1
P126R59-1064_AHI_BBR,1,1.8586738,102.71081,0,140.7,-0.105256206,0.005532695,256,256,1, ,1,1,1,1,1,1,1,1
P127R61-1065_AHI_BBR,1,-1.0776653,100.36674,0,140.7,-0.110197106,-0.003194251,256,256,1, ,1,1,1,1,1,1,1,1
P129R54-1066_AHI_BBR,1,8.4,100.2,0,140.7,-0.109205557,0.024765253,256,256,1, ,1,1,1,1,1,1,1,1
P128R55-1067_AHI_BBR,1,6.8,101.4,0,140.7,-0.107220567,0.020129185,256,256,1, ,1,1,1,1,1,1,1,1
P128R56-1068_AHI_BBR,1,5.5,100.3,0,140.7,-0.109774709,0.016265794,256,256,1, ,1,1,1,1,1,1,1,1
P128R57-1069_AHI_BBR,1,3.8,100.8,0,140.7,-0.109057581,0.011261865,256,256,1, ,1,1,1,1,1,1,1,1
P130R56-1070_AHI_BBR,1,5.1,97.4,0,140.7,-0.115531798,0.015001219,256,256,1, ,1,1,1,1,1,1,1,1
P130R54-1071_AHI_BBR,1,7.9,98.4,0,140.7,-0.1129059,0.023223908,256,256,1, ,1,1,1,1,1,1,1,1
P129R55-1072_AHI_BBR,1,6.9,99.8,0,140.7,-0.110448668,0.020361423,256,256,1, ,1,1,1,1,1,1,1,1
P129R58-1073_AHI_BBR,1,2.3,97.8,0,140.7,-0.11518543,0.006780784,256,256,1, ,1,1,1,1,1,1,1,1
P129R59-1074_AHI_BBR,1,1.05,97.6,0,140.7,-0.11565864,0.003095458,256,256,1, ,1,1,1,1,1,1,1,1
P129R53-1075_AHI_BBR,1,9.2,99.7,0,140.7,-0.109932742,0.027070408,256,256,1, ,1,1,1,1,1,1,1,1
P129R51-1076_AHI_BBR,1,12.2,100,0,140.7,-0.108111599,0.03575216,256,256,1, ,1,1,1,1,1,1,1,1
P131R56-1077_AHI_BBR,1,5.5,95.4,0,140.7,-0.119126757,0.01610653,256,256,1, ,1,1,1,1,1,1,1,1
P71R86-1078_AHI_BBR,1,-37.8,178.3,0,-137,-0.091291974,-0.100447288,256,256,1, ,1, ,1,1,1,1,1,1
P71R86-1078_AHI_BBR,1,-37.8,178.3,0,140.7,0.080085265,-0.101522174,256,256,1, ,1,1,1,1,1,1,1,1
P71R87-1079_AHI_BBR,1,-39.164396,177.82649,0,-137,-0.090086397,-0.103231008,256,256,1, ,1, ,1,1,1,1,1,1
P71R87-1079_AHI_BBR,1,-39.164396,177.82649,0,140.7,0.077626344,-0.104457294,256,256,1, ,1,1,1,1,1,1,1,1
P72R87-1080_AHI_BBR,1,-39.7,177,0,-137,-0.09048067,-0.104200393,256,256,1, ,1, ,1,1,1,1,1,1
P72R87-1080_AHI_BBR,1,-39.7,177,0,140.7,0.07558168,-0.105680778,256,256,1, ,1,1,1,1,1,1,1,1
P73R87-1081_AHI_BBR,1,-39.4,173.9,0,-137,-0.095021457,-0.103063667,256,256,1, ,1, ,1,1,1,1,1,1
P73R87-1081_AHI_BBR,1,-39.4,173.9,0,140.7,0.070540045,-0.105480168,256,256,1, ,1,1,1,1,1,1,1,1
P72R88-1082_AHI_BBR,1,-40.4,176.6,0,-137,-0.090014983,-0.105560589,256,256,1, ,1, ,1,1,1,1,1,1
P72R88-1082_AHI_BBR,1,-40.4,176.6,0,140.7,0.074055494,-0.107165977,256,256,1, ,1,1,1,1,1,1,1,1
P72R89-1083_AHI_BBR,1,-41.5,175.4,0,-137,-0.089961954,-0.107556713,256,256,1, ,1, ,1,1,1,1,1,1
P72R89-1083_AHI_BBR,1,-41.5,175.4,0,140.7,0.07069318,-0.109530832,256,256,1, ,1,1,1,1,1,1,1,1
P73R85-1084_AHI_BBR,1,-36.347312,175.6,0,-137,-0.097106467,-0.096879083,256,256,1, ,1, ,1,1,1,1,1,1
P73R85-1084_AHI_BBR,1,-36.347312,175.6,0,140.7,0.077019632,-0.098748381,256,256,1, ,1,1,1,1,1,1,1,1
P73R86-1085_AHI_BBR,1,-37.6,176,0,-137,-0.094825035,-0.099643959,256,256,1, ,1, ,1,1,1,1,1,1
P73R86-1085_AHI_BBR,1,-37.6,176,0,140.7,0.076327356,-0.101409965,256,256,1, ,1,1,1,1,1,1,1,1
P73R89-1086_AHI_BBR,1,-42,174.4,0,-137,-0.090461035,-0.108366122,256,256,1, ,1, ,1,1,1,1,1,1
P73R89-1086_AHI_BBR,1,-42,174.4,0,140.7,0.068393828,-0.110644648,256,256,1, ,1,1,1,1,1,1,1,1
P73R90-1087_AHI_BBR,1,-43.8,173,0,-137,-0.089312418,-0.111584133,256,256, , , , , , , , , , 
P73R90-1087_AHI_BBR,1,-43.8,173,0,140.7,0.063883266,-0.114283251,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1088_AHI_BBR,1,-17.261343,179.35191,0,-137,-0.110790854,-0.049766005,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1088_AHI_BBR,1,-17.261343,179.35191,0,140.7,0.101257702,-0.050230201,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1089_AHI_BBR,1,-17.494954,178.35699,0,-137,-0.11239665,-0.050313043,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1089_AHI_BBR,1,-17.494954,178.35699,0,140.7,0.099087106,-0.050969235,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1090_AHI_BBR,1,-16.5,178.9,0,-137,-0.112106002,-0.04761575,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1090_AHI_BBR,1,-16.5,178.9,0,140.7,0.100804245,-0.04814304,256,256,1, ,1,1,1,1,1,1,1,1
P74R73-1091_AHI_BBR,1,-18.207521,178.20495,0,-137,-0.112156199,-0.052252375,256,256,1, ,1,1,1,1,1,1,1,1
P74R73-1091_AHI_BBR,1,-18.207521,178.20495,0,140.7,0.098323344,-0.052960383,256,256,1, ,1,1,1,1,1,1,1,1
P75R73-1092_AHI_BBR,1,-18.3,177.6,0,-137,-0.113130386,-0.052442335,256,256,1, ,1,1,1,1,1,1,1,1
P75R73-1092_AHI_BBR,1,-18.3,177.6,0,140.7,0.097013888,-0.053270988,256,256,1, ,1,1,1,1,1,1,1,1
P74R73-1093_AHI_BBR,1,-19.045686,178.41016,0,-137,-0.111181241,-0.05455902,256,256,1, ,1,1,1,1,1,1,1,1
P74R73-1093_AHI_BBR,1,-19.045686,178.41016,0,140.7,0.098190358,-0.055252502,256,256,1, ,1,1,1,1,1,1,1,1
P74R85-1094_AHI_BBR,1,-36.278274,174,0,-137,-0.099371394,-0.096462994,256,256,1, ,1, ,1,1,1,1,1,1
P74R85-1094_AHI_BBR,1,-36.278274,174,0,140.7,0.074147139,-0.098805352,256,256,1, ,1,1,1,1,1,1,1,1
P74R89-1095_AHI_BBR,1,-41.8,171.5,0,-137,-0.09423997,-0.107469684,256,256, , , , , , , , , , 
P74R89-1095_AHI_BBR,1,-41.8,171.5,0,140.7,0.063563348,-0.11062227,256,256,1, ,1,1,1,1,1,1,1,1
P75R72-1096_AHI_BBR,1,-17.388102,177.80098,0,-137,-0.113436264,-0.049963416,256,256,1, ,1,1,1,1,1,1,1,1
P75R72-1096_AHI_BBR,1,-17.388102,177.80098,0,140.7,0.098002153,-0.050719843,256,256,1, ,1,1,1,1,1,1,1,1
P75R72-1097_AHI_BBR,1,-18,177.37146,0,-137,-0.113741767,-0.051600381,256,256,1, ,1,1,1,1,1,1,1,1
P75R72-1097_AHI_BBR,1,-18,177.37146,0,140.7,0.096730607,-0.052461557,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1098_AHI_BBR,1,-16.9,178.7,0,-137,-0.112199987,-0.048706007,256,256,1, ,1,1,1,1,1,1,1,1
P74R72-1098_AHI_BBR,1,-16.9,178.7,0,140.7,0.100157548,-0.049280726,256,256,1, ,1,1,1,1,1,1,1,1
P75R84-1099_AHI_BBR,1,-34.862878,173.29203,0,-137,-0.102254061,-0.093225741,256,256,1, ,1, ,1,1,1,1,1,1
P75R84-1099_AHI_BBR,1,-34.862878,173.29203,0,140.7,0.07427863,-0.095744407,256,256,1, ,1,1,1,1,1,1,1,1
P90R85-1100_AHI_BBR,1,-35.9,150.3,0,-137,-0.120468351,-0.091293303,256,256, , , , , , , , , , 
P90R85-1100_AHI_BBR,1,-35.9,150.3,0,140.7,0.023153198,-0.10001087,256,256,1, ,1,1,1,1,1,1,1,1
P90R90-1101_AHI_BBR,1,-43.6,146.4,0,-137,-0.108473993,-0.106093001,256,256, , , , , , , , , , 
P90R90-1101_AHI_BBR,1,-43.6,146.4,0,140.7,0.012150081,-0.115981795,256,256,1, ,1,1,1,1,1,1,1,1
P89R80-1102_AHI_BBR,1,-28.8,153.6,0,-137,-0.129161986,-0.07584449,256,256, , , , , , , , , , 
P89R80-1102_AHI_BBR,1,-28.8,153.6,0,140.7,0.033885375,-0.083011371,256,256,1, ,1,1,1,1,1,1,1,1
P89R84-1103_AHI_BBR,1,-35,150.7,0,-137,-0.121713748,-0.089421442,256,256, , , , , , , , , , 
P89R84-1103_AHI_BBR,1,-35,150.7,0,140.7,0.024416239,-0.097971446,256,256,1, ,1,1,1,1,1,1,1,1
P90R88-1104_AHI_BBR,1,-41,148.1,0,-137,-0.11270792,-0.101402675,256,256, , , , , , , , , , 
P90R88-1104_AHI_BBR,1,-41,148.1,0,140.7,0.016504864,-0.110888567,256,256,1, ,1,1,1,1,1,1,1,1
P90R89-1105_AHI_BBR,1,-42.3,148.30042,0,-137,-0.110325802,-0.103989836,256,256, , , , , , , , , , 
P90R89-1105_AHI_BBR,1,-42.3,148.30042,0,140.7,0.016564078,-0.113445995,256,256,1, ,1,1,1,1,1,1,1,1
P89R86-1106_AHI_BBR,1,-37.4,149.8,0,-137,-0.118251285,-0.094388306,256,256, , , , , , , , , , 
P89R86-1106_AHI_BBR,1,-37.4,149.8,0,140.7,0.021477136,-0.103328023,256,256,1, ,1,1,1,1,1,1,1,1
P91R87-1107_AHI_BBR,1,-38.741084,146.68128,0,-137,-0.117002958,-0.096559751,256,256, , , , , , , , , , 
P91R87-1107_AHI_BBR,1,-38.741084,146.68128,0,140.7,0.01387032,-0.106288333,256,256,1, ,1,1,1,1,1,1,1,1
P91R89-1108_AHI_BBR,1,-41.1,146.3,0,-137,-0.113022623,-0.101238579,256,256, , , , , , , , , , 
P91R89-1108_AHI_BBR,1,-41.1,146.3,0,140.7,0.012489312,-0.111136881,256,256,1, ,1,1,1,1,1,1,1,1
P92R89-1109_AHI_BBR,1,-40.9,144.8,0,-137,-0.11369827,-0.100543443,256,256, , , , , , , , , , 
P92R89-1109_AHI_BBR,1,-40.9,144.8,0,140.7,0.009185301,-0.110769009,256,256,1, ,1,1,1,1,1,1,1,1
P92R87-1110_AHI_BBR,1,-38.407349,145.22805,0,-137,-0.117896264,-0.095585705,256,256, , , , , , , , , , 
P92R87-1110_AHI_BBR,1,-38.407349,145.22805,0,140.7,0.010568108,-0.105616318,256,256,1, ,1,1,1,1,1,1,1,1
P93R86-1111_AHI_BBR,1,-38,144.8,0,-137,-0.118657782,-0.094658323,256,256, , , , , , , , , , 
P93R86-1111_AHI_BBR,1,-38,144.8,0,140.7,0.009633229,-0.104756784,256,256,1, ,1,1,1,1,1,1,1,1
P93R87-1112_AHI_BBR,1,-38.762186,143.67463,0,140.7,0.006909224,-0.106390642,256,256,1, ,1,1,1,1,1,1,1,1
P93R88-1113_AHI_BBR,1,-40.063103,143.86159,0,140.7,0.007187917,-0.109088021,256,256,1, ,1,1,1,1,1,1,1,1
P94R67-1114_AHI_BBR,1,-9.7,150,0,-137,-0.14796803,-0.026467769,256,256, , , , , , , , , , 
P94R67-1114_AHI_BBR,1,-9.7,150,0,140.7,0.028237665,-0.029680115,256,256,1, ,1,1,1,1,1,1,1,1
P94R87-1115_AHI_BBR,1,-38.15,141.6,0,140.7,0.002112118,-0.105111844,256,256,1, ,1,1,1,1,1,1,1,1
P98R69-1116_AHI_BBR,1,-12.9,143.6,0,-137,-0.147828201,-0.03447264,256,256, , , , , , , , , , 
P98R69-1116_AHI_BBR,1,-12.9,143.6,0,140.7,0.008743121,-0.039325657,256,256,1, ,1,1,1,1,1,1,1,1
P99R68-1117_AHI_BBR,1,-12.3,141.8,0,-137,-0.148284473,-0.032743506,256,256, , , , , , , , , , 
P99R68-1117_AHI_BBR,1,-12.3,141.8,0,140.7,0.003327573,-0.037548925,256,256,1, ,1,1,1,1,1,1,1,1
P99R70-1118_AHI_BBR,1,-14.4,141.6,0,140.7,0.002694503,-0.043764344,256,256,1, ,1,1,1,1,1,1,1,1
P74R71-1119_AHI_BBR,1,-16.243939,179.53856,0,-137,-0.111123657,-0.046964078,256,256,1, ,1,1,1,1,1,1,1,1
P74R71-1119_AHI_BBR,1,-16.243939,179.53856,0,140.7,0.10225523,-0.047371809,256,256,1, ,1,1,1,1,1,1,1,1
P133R49-1120_AHI_BBR,1,15.94413,94.567023,0,140.7,-0.116002298,0.045882435,256,256,1, ,1,1,1,1,1,1,1,1
P131R50-1121_AHI_BBR,1,14.579981,97.907454,0,140.7,-0.110894348,0.04236131,256,256,1, ,1,1,1,1,1,1,1,1
P130R53-1122_AHI_BBR,1,9.978568,98.235843,0,140.7,-0.112492171,0.029247297,256,256,1, ,1,1,1,1,1,1,1,1
P130R52-1123_AHI_BBR,1,11.528973,98.741902,0,140.7,-0.110867715,0.033742899,256,256,1, ,1,1,1,1,1,1,1,1
P130R51-1124_AHI_BBR,1,12.817472,98.642272,0,140.7,-0.110449425,0.037422488,256,256,1, ,1,1,1,1,1,1,1,1
P106R68-1125_AHI_BBR,1,-11.380648,130.70891,0,140.7,-0.030106238,-0.034712005,256,256,1, ,1,1,1,1,1,1,1,1
P102R69-1126_AHI_BBR,1,-13.01489,136.5773,0,140.7,-0.012414026,-0.039657589,256,256,1, ,1,1,1,1,1,1,1,1
