name_S24,islandmark_C,lat_R,lon_R,projectionlat_R,projectionlon_R,xang_R,yang_R,evalwidth_U,evalheight_U,useforbbr_C,useforffr_C,useforssr_C,useforglm_C,useforlr14_C,useforlr28_C,useforlr56_C,useforfd_C,useforconus_C,useformeso_C
000345_-137.0_BBR, ,-15.8994,-134.3838,0,-137,0.007762995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000345_-89.5_BBR, ,-15.8994,-86.8838,0,-89.5,0.007762995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000345_140.7_BBR, ,-15.8994,143.3162,0,140.7,0.007762995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000346_-75.0_BBR, ,-15.9156,-68.3196,0,-75,0.019760995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000346_-137.0_BBR, ,-15.9156,-130.3196,0,-137,0.019760995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000346_-89.5_BBR, ,-15.9156,-82.8196,0,-89.5,0.019760995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000346_140.7_BBR, ,-15.9156,147.3804,0,140.7,0.019760995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000347_-75.0_BBR, ,-15.9463,-64.2,0,-75,0.031758995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000347_-137.0_BBR, ,-15.9463,-126.2,0,-137,0.031758995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000347_-89.5_BBR, ,-15.9463,-78.7,0,-89.5,0.031758995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000347_140.7_BBR, ,-15.9463,151.5,0,140.7,0.031758995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000348_-75.0_BBR, ,-15.9926,-59.9871,0,-75,0.043756995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000348_-137.0_BBR, ,-15.9926,-121.9871,0,-137,0.043756995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000348_-89.5_BBR, ,-15.9926,-74.4871,0,-89.5,0.043756995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000348_140.7_BBR, ,-15.9926,155.7129,0,140.7,0.043756995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000349_-75.0_BBR, ,-16.0557,-55.6359,0,-75,0.055754995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000349_-137.0_BBR, ,-16.0557,-117.6359,0,-137,0.055754995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000349_-89.5_BBR, ,-16.0557,-70.1359,0,-89.5,0.055754995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000349_140.7_BBR, ,-16.0557,160.0641,0,140.7,0.055754995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000350_-75.0_BBR, ,-16.138,-51.0901,0,-75,0.067752995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000350_-137.0_BBR, ,-16.138,-113.09,0,-137,0.067752995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000350_-89.5_BBR, ,-16.138,-65.59,0,-89.5,0.067752995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000350_140.7_BBR, ,-16.138,164.6099,0,140.7,0.067752995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000351_-75.0_BBR, ,-16.2428,-46.2737,0,-75,0.079750995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000351_-137.0_BBR, ,-16.2428,-108.2737,0,-137,0.079750995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000351_-89.5_BBR, ,-16.2428,-60.7737,0,-89.5,0.079750995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000351_140.7_BBR, ,-16.2428,169.4263,0,140.7,0.079750995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000352_-75.0_BBR, ,-16.3753,-41.0767,0,-75,0.091748995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000352_-137.0_BBR, ,-16.3753,-103.0766,0,-137,0.091748995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000352_-89.5_BBR, ,-16.3753,-55.5767,0,-89.5,0.091748995,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000352_140.7_BBR, ,-16.3753,174.6233,0,140.7,0.091748995,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000353_-75.0_BBR, ,-16.5442,-35.3238,0,-75,0.10374699,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000353_-137.0_BBR, ,-16.5442,-97.3238,0,-137,0.10374699,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000353_-89.5_BBR, ,-16.5442,-49.8238,0,-89.5,0.10374699,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000353_140.7_BBR, ,-16.5442,-179.6238,0,140.7,0.10374699,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000354_-75.0_BBR, ,-16.7655,-28.6965,0,-75,0.11574499,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000354_-137.0_BBR, ,-16.7655,-90.6965,0,-137,0.11574499,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000354_-89.5_BBR, ,-16.7655,-43.1965,0,-89.5,0.11574499,-0.048138995,256,256,1, ,1,1,1,1,1,1,1,1
000354_140.7_BBR, ,-16.7655,-172.9965,0,140.7,0.11574499,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000355_-75.0_BBR, ,-17.0754,-20.4713,0,-75,0.12774299,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000355_-137.0_BBR, ,-17.0754,-82.4713,0,-137,0.12774299,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000355_-89.5_BBR, ,-17.0754,-34.9713,0,-89.5,0.12774299,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000355_140.7_BBR, ,-17.0754,-164.7714,0,140.7,0.12774299,-0.048138995,256,256,1, ,1, ,1,1,1,1,1,1
000356_-75.0_BBR, ,-17.6146,-7.8019,0,-75,0.13974099,-0.048138995,256,256, , , , , , , , , , 
000356_-137.0_BBR, ,-17.6146,-69.8018,0,-137,0.13974099,-0.048138995,256,256, , , , , , , , , , 
000356_-89.5_BBR, ,-17.6146,-22.3019,0,-89.5,0.13974099,-0.048138995,256,256, , , , , , , , , , 
000356_140.7_BBR, ,-17.6146,-152.1019,0,140.7,0.13974099,-0.048138995,256,256, , , , , , , , , , 
000357_-75.0_BBR, ,-21.9744,-136.9653,0,-75,-0.13162101,-0.060150995,256,256, , , , , , , , , , 
000357_-137.0_BBR, ,-21.9744,161.0347,0,-137,-0.13162101,-0.060150995,256,256, , , , , , , , , , 
000357_-89.5_BBR, ,-21.9744,-151.4653,0,-89.5,-0.13162101,-0.060150995,256,256, , , , , , , , , , 
000357_140.7_BBR, ,-21.9744,78.7347,0,140.7,-0.13162101,-0.060150995,256,256, , , , , , , , , , 
000358_-75.0_BBR, ,-21.4233,-126.1934,0,-75,-0.11962301,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000358_-137.0_BBR, ,-21.4233,171.8066,0,-137,-0.11962301,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000358_-89.5_BBR, ,-21.4233,-140.6934,0,-89.5,-0.11962301,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000358_140.7_BBR, ,-21.4233,89.5066,0,140.7,-0.11962301,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000359_-75.0_BBR, ,-21.0739,-118.4667,0,-75,-0.10762501,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000359_-137.0_BBR, ,-21.0739,179.5333,0,-137,-0.10762501,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000359_-89.5_BBR, ,-21.0739,-132.9667,0,-89.5,-0.10762501,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000359_140.7_BBR, ,-21.0739,97.2333,0,140.7,-0.10762501,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000360_-75.0_BBR, ,-20.8187,-112.0599,0,-75,-0.095627005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000360_-137.0_BBR, ,-20.8187,-174.0599,0,-137,-0.095627005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000360_-89.5_BBR, ,-20.8187,-126.5599,0,-89.5,-0.095627005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000360_140.7_BBR, ,-20.8187,103.6401,0,140.7,-0.095627005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000361_-75.0_BBR, ,-20.6227,-106.4156,0,-75,-0.083629005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000361_-137.0_BBR, ,-20.6227,-168.4156,0,-137,-0.083629005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000361_-89.5_BBR, ,-20.6227,-120.9156,0,-89.5,-0.083629005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000361_140.7_BBR, ,-20.6227,109.2844,0,140.7,-0.083629005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000362_-75.0_BBR, ,-20.4693,-101.2675,0,-75,-0.071631005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000362_-137.0_BBR, ,-20.4693,-163.2675,0,-137,-0.071631005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000362_-89.5_BBR, ,-20.4693,-115.7675,0,-89.5,-0.071631005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000362_140.7_BBR, ,-20.4693,114.4325,0,140.7,-0.071631005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000363_-75.0_BBR, ,-20.3491,-96.462,0,-75,-0.059633005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000363_-137.0_BBR, ,-20.3491,-158.462,0,-137,-0.059633005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000363_-89.5_BBR, ,-20.3491,-110.962,0,-89.5,-0.059633005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000363_140.7_BBR, ,-20.3491,119.238,0,140.7,-0.059633005,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000364_-75.0_BBR, ,-20.2564,-91.8995,0,-75,-0.047635005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000364_-137.0_BBR, ,-20.2564,-153.8995,0,-137,-0.047635005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000364_-89.5_BBR, ,-20.2564,-106.3995,0,-89.5,-0.047635005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000364_140.7_BBR, ,-20.2564,123.8004,0,140.7,-0.047635005,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000365_-75.0_BBR, ,-20.1874,-87.5093,0,-75,-0.035637005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000365_-137.0_BBR, ,-20.1874,-149.5093,0,-137,-0.035637005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000365_-89.5_BBR, ,-20.1874,-102.0093,0,-89.5,-0.035637005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000365_140.7_BBR, ,-20.1874,128.1907,0,140.7,-0.035637005,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000366_-75.0_BBR, ,-20.1398,-83.2373,0,-75,-0.023639005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000366_-137.0_BBR, ,-20.1398,-145.2373,0,-137,-0.023639005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000366_-89.5_BBR, ,-20.1398,-97.7373,0,-89.5,-0.023639005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000366_140.7_BBR, ,-20.1398,132.4627,0,140.7,-0.023639005,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000367_-75.0_BBR, ,-20.112,-79.0392,0,-75,-0.011641005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000367_-137.0_BBR, ,-20.112,-141.0392,0,-137,-0.011641005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000367_-89.5_BBR, ,-20.112,-93.5392,0,-89.5,-0.011641005,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000367_140.7_BBR, ,-20.112,136.6608,0,140.7,-0.011641005,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000368_-75.0_BBR, ,-20.1032,-74.8763,0,-75,0.000356995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000368_-137.0_BBR, ,-20.1032,-136.8763,0,-137,0.000356995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000368_-89.5_BBR, ,-20.1032,-89.3763,0,-89.5,0.000356995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000368_140.7_BBR, ,-20.1032,140.8237,0,140.7,0.000356995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000369_-75.0_BBR, ,-20.1131,-70.7123,0,-75,0.012354995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000369_-137.0_BBR, ,-20.1131,-132.7123,0,-137,0.012354995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000369_-89.5_BBR, ,-20.1131,-85.2123,0,-89.5,0.012354995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000369_140.7_BBR, ,-20.1131,144.9877,0,140.7,0.012354995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000370_-75.0_BBR, ,-20.142,-66.5109,0,-75,0.024352995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000370_-137.0_BBR, ,-20.142,-128.5109,0,-137,0.024352995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000370_-89.5_BBR, ,-20.142,-81.0109,0,-89.5,0.024352995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000370_140.7_BBR, ,-20.142,149.189,0,140.7,0.024352995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000371_-75.0_BBR, ,-20.1909,-62.2332,0,-75,0.036350995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000371_-137.0_BBR, ,-20.1909,-124.2332,0,-137,0.036350995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000371_-89.5_BBR, ,-20.1909,-76.7332,0,-89.5,0.036350995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000371_140.7_BBR, ,-20.1909,153.4668,0,140.7,0.036350995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000372_-75.0_BBR, ,-20.2612,-57.8344,0,-75,0.048348995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000372_-137.0_BBR, ,-20.2612,-119.8344,0,-137,0.048348995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000372_-89.5_BBR, ,-20.2612,-72.3344,0,-89.5,0.048348995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000372_140.7_BBR, ,-20.2612,157.8656,0,140.7,0.048348995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000373_-75.0_BBR, ,-20.3554,-53.2596,0,-75,0.060346995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000373_-137.0_BBR, ,-20.3554,-115.2596,0,-137,0.060346995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000373_-89.5_BBR, ,-20.3554,-67.7596,0,-89.5,0.060346995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000373_140.7_BBR, ,-20.3554,162.4404,0,140.7,0.060346995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000374_-75.0_BBR, ,-20.4774,-48.4369,0,-75,0.072344995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000374_-137.0_BBR, ,-20.4774,-110.4369,0,-137,0.072344995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000374_-89.5_BBR, ,-20.4774,-62.9369,0,-89.5,0.072344995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000374_140.7_BBR, ,-20.4774,167.2631,0,140.7,0.072344995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000375_-75.0_BBR, ,-20.6331,-43.2643,0,-75,0.084342995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000375_-137.0_BBR, ,-20.6331,-105.2643,0,-137,0.084342995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000375_-89.5_BBR, ,-20.6331,-57.7643,0,-89.5,0.084342995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000375_140.7_BBR, ,-20.6331,172.4357,0,140.7,0.084342995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000376_-75.0_BBR, ,-20.832,-37.5837,0,-75,0.096340995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000376_-137.0_BBR, ,-20.832,-99.5837,0,-137,0.096340995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000376_-89.5_BBR, ,-20.832,-52.0837,0,-89.5,0.096340995,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000376_140.7_BBR, ,-20.832,178.1163,0,140.7,0.096340995,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000377_-75.0_BBR, ,-21.0915,-31.1186,0,-75,0.10833899,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000377_-137.0_BBR, ,-21.0915,-93.1186,0,-137,0.10833899,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000377_-89.5_BBR, ,-21.0915,-45.6186,0,-89.5,0.10833899,-0.060150995,256,256,1, ,1,1,1,1,1,1,1,1
000377_140.7_BBR, ,-21.0915,-175.4186,0,140.7,0.10833899,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000378_-75.0_BBR, ,-21.4486,-23.2813,0,-75,0.12033699,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000378_-137.0_BBR, ,-21.4486,-85.2813,0,-137,0.12033699,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000378_-89.5_BBR, ,-21.4486,-37.7813,0,-89.5,0.12033699,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000378_140.7_BBR, ,-21.4486,-167.5813,0,140.7,0.12033699,-0.060150995,256,256,1, ,1, ,1,1,1,1,1,1
000379_-75.0_BBR, ,-22.0208,-12.1793,0,-75,0.13233499,-0.060150995,256,256, , , , , , , , , , 
000379_-137.0_BBR, ,-22.0208,-74.1793,0,-137,0.13233499,-0.060150995,256,256, , , , , , , , , , 
000379_-89.5_BBR, ,-22.0208,-26.6793,0,-89.5,0.13233499,-0.060150995,256,256, , , , , , , , , , 
000379_140.7_BBR, ,-22.0208,-156.4794,0,140.7,0.13233499,-0.060150995,256,256, , , , , , , , , , 
000380_-75.0_BBR, ,-26.7121,-136.2503,0,-75,-0.12579701,-0.072162995,256,256, , , , , , , , , , 
000380_-137.0_BBR, ,-26.7121,161.7497,0,-137,-0.12579701,-0.072162995,256,256, , , , , , , , , , 
000380_-89.5_BBR, ,-26.7121,-150.7503,0,-89.5,-0.12579701,-0.072162995,256,256, , , , , , , , , , 
000380_140.7_BBR, ,-26.7121,79.4497,0,140.7,-0.12579701,-0.072162995,256,256, , , , , , , , , , 
000381_-75.0_BBR, ,-26.0415,-125.2987,0,-75,-0.11379901,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000381_-137.0_BBR, ,-26.0415,172.7013,0,-137,-0.11379901,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000381_-89.5_BBR, ,-26.0415,-139.7987,0,-89.5,-0.11379901,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000381_140.7_BBR, ,-26.0415,90.4013,0,140.7,-0.11379901,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000382_-75.0_BBR, ,-25.6183,-117.4417,0,-75,-0.10180101,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000382_-137.0_BBR, ,-25.6183,-179.4417,0,-137,-0.10180101,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000382_-89.5_BBR, ,-25.6183,-131.9417,0,-89.5,-0.10180101,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000382_140.7_BBR, ,-25.6183,98.2583,0,140.7,-0.10180101,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000383_-75.0_BBR, ,-25.3108,-110.9218,0,-75,-0.089803005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000383_-137.0_BBR, ,-25.3108,-172.9218,0,-137,-0.089803005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000383_-89.5_BBR, ,-25.3108,-125.4218,0,-89.5,-0.089803005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000383_140.7_BBR, ,-25.3108,104.7781,0,140.7,-0.089803005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000384_-75.0_BBR, ,-25.0763,-105.1713,0,-75,-0.077805005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000384_-137.0_BBR, ,-25.0763,-167.1713,0,-137,-0.077805005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000384_-89.5_BBR, ,-25.0763,-119.6713,0,-89.5,-0.077805005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000384_140.7_BBR, ,-25.0763,110.5287,0,140.7,-0.077805005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000385_-75.0_BBR, ,-24.8944,-99.9187,0,-75,-0.065807005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000385_-137.0_BBR, ,-24.8944,-161.9187,0,-137,-0.065807005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000385_-89.5_BBR, ,-24.8944,-114.4187,0,-89.5,-0.065807005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000385_140.7_BBR, ,-24.8944,115.7813,0,140.7,-0.065807005,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000386_-75.0_BBR, ,-24.7537,-95.0071,0,-75,-0.053809005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000386_-137.0_BBR, ,-24.7537,-157.0071,0,-137,-0.053809005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000386_-89.5_BBR, ,-24.7537,-109.5071,0,-89.5,-0.053809005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000386_140.7_BBR, ,-24.7537,120.6929,0,140.7,-0.053809005,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000387_-75.0_BBR, ,-24.6472,-90.3343,0,-75,-0.041811005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000387_-137.0_BBR, ,-24.6472,-152.3343,0,-137,-0.041811005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000387_-89.5_BBR, ,-24.6472,-104.8343,0,-89.5,-0.041811005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000387_140.7_BBR, ,-24.6472,125.3657,0,140.7,-0.041811005,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000388_-75.0_BBR, ,-24.5706,-85.8271,0,-75,-0.029813005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000388_-137.0_BBR, ,-24.5706,-147.8271,0,-137,-0.029813005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000388_-89.5_BBR, ,-24.5706,-100.3271,0,-89.5,-0.029813005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000388_140.7_BBR, ,-24.5706,129.8729,0,140.7,-0.029813005,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000389_-75.0_BBR, ,-24.5211,-81.4289,0,-75,-0.017815005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000389_-137.0_BBR, ,-24.5211,-143.4289,0,-137,-0.017815005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000389_-89.5_BBR, ,-24.5211,-95.9289,0,-89.5,-0.017815005,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000389_140.7_BBR, ,-24.5211,134.2711,0,140.7,-0.017815005,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000390_-75.0_BBR, ,-24.4969,-77.0927,0,-75,-0.005817006,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000390_-137.0_BBR, ,-24.4969,-139.0927,0,-137,-0.005817006,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000390_-89.5_BBR, ,-24.4969,-91.5927,0,-89.5,-0.005817006,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000390_140.7_BBR, ,-24.4969,138.6073,0,140.7,-0.005817006,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000391_-75.0_BBR, ,-24.4972,-72.7762,0,-75,0.006180995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000391_-137.0_BBR, ,-24.4972,-134.7762,0,-137,0.006180995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000391_-89.5_BBR, ,-24.4972,-87.2762,0,-89.5,0.006180995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000391_140.7_BBR, ,-24.4972,142.9238,0,140.7,0.006180995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000392_-75.0_BBR, ,-24.5222,-68.4388,0,-75,0.018178995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000392_-137.0_BBR, ,-24.5222,-130.4388,0,-137,0.018178995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000392_-89.5_BBR, ,-24.5222,-82.9388,0,-89.5,0.018178995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000392_140.7_BBR, ,-24.5222,147.2612,0,140.7,0.018178995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000393_-75.0_BBR, ,-24.5725,-64.038,0,-75,0.030176995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000393_-137.0_BBR, ,-24.5725,-126.038,0,-137,0.030176995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000393_-89.5_BBR, ,-24.5725,-78.538,0,-89.5,0.030176995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000393_140.7_BBR, ,-24.5725,151.662,0,140.7,0.030176995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000394_-75.0_BBR, ,-24.65,-59.5267,0,-75,0.042174995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000394_-137.0_BBR, ,-24.65,-121.5267,0,-137,0.042174995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000394_-89.5_BBR, ,-24.65,-74.0267,0,-89.5,0.042174995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000394_140.7_BBR, ,-24.65,156.1733,0,140.7,0.042174995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000395_-75.0_BBR, ,-24.7574,-54.8478,0,-75,0.054172995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000395_-137.0_BBR, ,-24.7574,-116.8478,0,-137,0.054172995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000395_-89.5_BBR, ,-24.7574,-69.3478,0,-89.5,0.054172995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
000395_140.7_BBR, ,-24.7574,160.8522,0,140.7,0.054172995,-0.072162995,256,256,1, ,1, ,1,1,1,1,1,1
000396_-75.0_BBR, ,-24.8993,-49.9276,0,-75,0.066170995,-0.072162995,256,256,1, ,1,1,1,1,1,1,1,1
